timestamp,ip_src,ip_dst,port_src,port_dst,transport_protocol,app_protocol,length
2025-03-25T20:34:18.749864,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.754155,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.754252,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.754263,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.762356,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.764096,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.764106,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.768449,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.768557,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.768572,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.768673,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.768792,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.768802,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.768911,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.769030,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.769039,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.776232,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.776340,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.776354,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.776459,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.776857,13.107.246.76,192.168.1.129,443,46446,TCP,DATA,1464
2025-03-25T20:34:18.776873,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.777973,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.778075,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.778083,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.781252,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.781360,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.781369,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.782715,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.784373,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.784403,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.785958,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.788225,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.788247,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.788339,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.788458,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.788464,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.789807,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.794064,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.794071,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.796045,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.796161,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.796170,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.796280,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.797013,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.797028,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.798134,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.798251,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.798260,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.799019,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.801513,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.801536,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.811548,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.811651,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.811666,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.822824,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.822932,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.822942,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.823051,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.823169,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.823187,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.823289,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.823408,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.823418,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.824487,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.826157,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.826185,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.826267,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.826385,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.826392,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.826509,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.826623,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.826628,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.826743,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.828242,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.828260,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.828355,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.828475,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.828487,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.829833,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838242,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838288,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.838348,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838466,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838477,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.838585,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838703,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838709,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.838822,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838941,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.838947,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.839828,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.839934,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.839940,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.841314,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.844505,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.844528,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.846310,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.846951,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.846970,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.848120,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.848226,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.848233,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.851327,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.851438,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.851446,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.854120,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.854920,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.854943,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.858222,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.858322,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.858332,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.858498,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.859828,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.859852,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.859929,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.861296,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.861335,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.864081,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.864812,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.864832,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.866428,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.878144,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.878169,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.883078,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.883214,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.883220,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.883323,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.884814,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.884819,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.884927,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.886437,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.886442,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.886551,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.886670,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.886675,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.886790,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.886909,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.886914,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.898216,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.898339,13.107.246.76,192.168.1.129,443,46446,TCP,DATA,1464
2025-03-25T20:34:18.898357,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.898473,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.898585,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.898601,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.898663,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.899857,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.899874,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.899965,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.900083,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.900092,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.901278,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.904063,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.904071,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.906369,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.910097,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.910116,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.910197,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.911254,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.911284,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.916701,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.916818,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.916830,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.917838,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.926343,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.926376,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.927056,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.927170,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.927176,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.927289,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.927408,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.927414,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.927527,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.928156,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.928165,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.928271,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.932745,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.932788,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.932827,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.941293,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.941336,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.944535,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.947162,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.947206,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.948275,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.956123,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.956165,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.961344,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.961453,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.961466,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.961564,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.961683,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.961690,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.961802,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.961921,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.961927,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.971533,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.971648,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.971657,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.971768,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.976748,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.976791,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.976854,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.976993,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.977012,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.977152,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.977275,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.977292,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.977404,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
2025-03-25T20:34:18.977521,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.977538,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.978235,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.978282,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.978298,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.978639,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.979920,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.979952,192.168.1.129,13.107.246.76,46446,443,TCP,TCP,54
2025-03-25T20:34:18.984273,13.107.246.76,192.168.1.129,443,46446,TCP,TCP,1464
2025-03-25T20:34:18.984382,20.189.173.28,192.168.1.129,443,46447,TCP,TLS,1514
2025-03-25T20:34:18.988253,20.189.173.28,192.168.1.129,443,46447,TCP,TCP,1514
2025-03-25T20:34:18.988282,192.168.1.129,20.189.173.28,46447,443,TCP,TCP,54
2025-03-25T20:34:18.988384,20.189.173.28,192.168.1.129,443,46447,TCP,TCP,1514
2025-03-25T20:34:18.988384,20.189.173.28,192.168.1.129,443,46447,TCP,TLS,205
2025-03-25T20:34:18.988410,192.168.1.129,20.189.173.28,46447,443,TCP,TCP,54
2025-03-25T20:34:18.988508,13.107.246.76,192.168.1.129,443,46446,TCP,TLS,1464
