Timestamp,CPU Total (%),CPU User (%),CPU System (%),CPU Idle (%),CPU Interrupt (%),CPU DCP (%),Mem Total,Mem Available,Mem Percent,Mem used,Mem Free,Swap Total,Swap Used,Swap Free,Swap Percent,Swap Sin,Swap Sout,Disco - Lecturas Completadas,Disco - Escrituras Completadas
2025-04-11 19:40:05,8.3,3.6,4.6,91.7,0.1,0.0,34046693376,22332194816,34.4,11714498560,22332194816,5100273664,0,5100273664,0.0,0,0,326515,233978
2025-04-11 19:40:06,3.5,2.0,1.4,96.5,0.0,0.2,34046693376,22331990016,34.4,11714703360,22331990016,5100273664,0,5100273664,0.0,0,0,326515,234026
2025-04-11 19:40:07,7.5,3.4,3.5,92.5,0.4,0.1,34046693376,22336884736,34.4,11709808640,22336884736,5100273664,0,5100273664,0.0,0,0,326515,234026
2025-04-11 19:40:08,3.5,1.4,1.9,96.5,0.1,0.2,34046693376,22375452672,34.3,11671240704,22375452672,5100273664,0,5100273664,0.0,0,0,326517,234047
2025-04-11 19:40:09,7.0,1.8,5.0,93.0,0.0,0.2,34046693376,22388035584,34.2,11658657792,22388035584,5100273664,0,5100273664,0.0,0,0,326518,234067
2025-04-11 19:40:10,3.7,1.0,2.5,96.3,0.0,0.2,34046693376,22387236864,34.2,11659456512,22387236864,5100273664,0,5100273664,0.0,0,0,326519,234192
2025-04-11 19:40:11,2.5,1.0,1.4,97.5,0.0,0.2,34046693376,22405849088,34.2,11640844288,22405849088,5100273664,0,5100273664,0.0,0,0,326519,234192
2025-04-11 19:40:12,7.2,4.5,2.4,92.8,0.1,0.2,34046693376,22423732224,34.1,11622961152,22423732224,5100273664,0,5100273664,0.0,0,0,326520,234271
2025-04-11 19:40:13,6.4,2.8,3.4,93.6,0.0,0.3,34046693376,22422925312,34.1,11623768064,22422925312,5100273664,0,5100273664,0.0,0,0,326521,234296
2025-04-11 19:40:14,2.8,1.3,1.4,97.2,0.1,0.1,34046693376,22425415680,34.1,11621277696,22425415680,5100273664,0,5100273664,0.0,0,0,326521,234333
2025-04-11 19:40:15,7.0,2.2,4.7,92.9,0.0,0.1,34046693376,22436663296,34.1,11610030080,22436663296,5100273664,0,5100273664,0.0,0,0,326521,234333
2025-04-11 19:40:16,0.8,0.3,0.4,99.2,0.0,0.1,34046693376,22432559104,34.1,11614134272,22432559104,5100273664,0,5100273664,0.0,0,0,326522,234360
2025-04-11 19:40:17,3.5,1.7,1.6,96.5,0.0,0.1,34046693376,22430949376,34.1,11615744000,22430949376,5100273664,0,5100273664,0.0,0,0,326524,234389
2025-04-11 19:40:18,3.0,1.7,1.3,97.0,0.0,0.1,34046693376,22431326208,34.1,11615367168,22431326208,5100273664,0,5100273664,0.0,0,0,326524,234389
2025-04-11 19:40:19,6.5,3.4,2.9,93.5,0.2,0.1,34046693376,22433447936,34.1,11613245440,22433447936,5100273664,0,5100273664,0.0,0,0,326524,234404
2025-04-11 19:40:20,4.1,1.3,2.7,95.9,0.1,0.0,34046693376,22439460864,34.1,11607232512,22439460864,5100273664,0,5100273664,0.0,0,0,326524,234425
2025-04-11 19:40:21,9.8,2.5,7.0,90.2,0.1,0.1,34046693376,22443646976,34.1,11603046400,22443646976,5100273664,0,5100273664,0.0,0,0,326527,234467
2025-04-11 19:40:22,3.7,1.3,2.4,96.3,0.0,0.0,34046693376,22437818368,34.1,11608875008,22437818368,5100273664,0,5100273664,0.0,0,0,326527,234469
2025-04-11 19:40:23,5.2,2.2,2.6,94.8,0.1,0.2,34046693376,22429581312,34.1,11617112064,22429581312,5100273664,0,5100273664,0.0,0,0,326527,234482
