Date,Time,Event,Path src,Path Dst,Archive,isDirectory
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\umpoext.dll,,umpoext.dll,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\drivers\tcpip.sys,,tcpip.sys,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\drivers\winnat.sys,,winnat.sys,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\drivers\http.sys,,http.sys,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\WindowsPowerShell\v1.0\PSEvents.dll,,PSEvents.dll,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\rdpcorets.dll,,rdpcorets.dll,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\drivers\srv2.sys,,srv2.sys,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\netlogon.dll,,netlogon.dll,False
2025-03-25,20:34:17,MODIFIED,C:\Windows\System32\drivers\USBXHCI.SYS,,USBXHCI.SYS,False
2025-03-25,20:34:17,CREATED,C:\Users\arman\Documents\UNED\PFG\Pydev\PFG\EDR_cli\logs\packets_0.csv,,packets_0.csv,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\drivers\es-ES\USBXHCI.SYS.mui,,USBXHCI.SYS.mui,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\drt.dll,,drt.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\advapi32res.dll,,advapi32res.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\w32time.dll,,w32time.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\drivers\mrxsmb.sys,,mrxsmb.sys,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\wevtsvc.dll,,wevtsvc.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\Taskmgr.exe,,Taskmgr.exe,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\es-ES\Taskmgr.exe.mui,,Taskmgr.exe.mui,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\PeerDistSvc.dll,,PeerDistSvc.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\WsmRes.dll,,WsmRes.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\vid.dll,,vid.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\mprddm.dll,,mprddm.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\vcruntime140.dll,,vcruntime140.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\vcruntime140_1.dll,,vcruntime140_1.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\Npcap\wpcap.dll,,wpcap.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\Npcap\Packet.dll,,Packet.dll,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\drivers\npcap.sys,,npcap.sys,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\perfc00A.dat,,perfc00A.dat,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\perfh00A.dat,,perfh00A.dat,False
2025-03-25,20:34:18,MODIFIED,C:\Windows\System32\perfh009.dat,,perfh009.dat,False
2025-03-25,20:34:19,MODIFIED,C:\Windows\System32\perfos.dll,,perfos.dll,False
2025-03-25,20:34:19,MODIFIED,C:\Windows\System32\wevtapi.dll,,wevtapi.dll,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Roaming\Wireshark\preferences,,preferences,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Programs\Python\Python312\Lib\site-packages\pyshark\config.ini,,config.ini,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp,,Temp,True
2025-03-25,20:34:19,CREATED,C:\Users\arman\AppData\Local\Temp\po0fdjhj,,po0fdjhj,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp\po0fdjhj,,po0fdjhj,False
2025-03-25,20:34:19,DELETED,C:\Users\arman\AppData\Local\Temp\po0fdjhj,,po0fdjhj,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp,,Temp,True
2025-03-25,20:34:19,CREATED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:19,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:21,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:25,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:25,MODIFIED,C:\Users\arman\AppData\Roaming\Code\User\workspaceStorage\2df9069d7cb23d9d41b404ae7a71bd82,,2df9069d7cb23d9d41b404ae7a71bd82,True
2025-03-25,20:34:25,CREATED,C:\Users\arman\AppData\Roaming\Code\User\workspaceStorage\2df9069d7cb23d9d41b404ae7a71bd82\state.vscdb-journal,,state.vscdb-journal,False
2025-03-25,20:34:25,MODIFIED,C:\Users\arman\AppData\Roaming\Code\User\workspaceStorage\2df9069d7cb23d9d41b404ae7a71bd82\state.vscdb-journal,,state.vscdb-journal,False
2025-03-25,20:34:25,MODIFIED,C:\Users\arman\AppData\Roaming\Code\User\workspaceStorage\2df9069d7cb23d9d41b404ae7a71bd82\state.vscdb,,state.vscdb,False
2025-03-25,20:34:25,MODIFIED,C:\Users\arman\AppData\Roaming\Code\User\workspaceStorage\2df9069d7cb23d9d41b404ae7a71bd82\state.vscdb-journal,,state.vscdb-journal,False
2025-03-25,20:34:25,DELETED,C:\Users\arman\AppData\Roaming\Code\User\workspaceStorage\2df9069d7cb23d9d41b404ae7a71bd82\state.vscdb-journal,,state.vscdb-journal,False
2025-03-25,20:34:25,MODIFIED,C:\Users\arman\AppData\Local\Temp\wireshark_-8NCX32.pcapng,,wireshark_-8NCX32.pcapng,False
2025-03-25,20:34:25,MODIFIED,C:\Users\arman\AppData\Roaming\Code\User\workspaceStorage\2df9069d7cb23d9d41b404ae7a71bd82,,2df9069d7cb23d9d41b404ae7a71bd82,True
2025-03-25,20:34:53,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal,,Cookies-journal,False
2025-03-25,20:34:53,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies,,Cookies,False
2025-03-25,20:34:53,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal,,Cookies-journal,False
2025-03-25,20:34:53,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal,,QuotaManager-journal,False
2025-03-25,20:34:53,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager,,QuotaManager,False
2025-03-25,20:34:53,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\WebStorage\QuotaManager-journal,,QuotaManager-journal,False
2025-03-25,20:34:55,MODIFIED,C:\Users\arman\AppData\Local\Temp,,Temp,True
2025-03-25,20:34:55,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat,,settings.dat,False
2025-03-25,20:35:00,MODIFIED,C:\Windows\System32\dwm.exe,,dwm.exe,False
2025-03-25,20:35:03,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data,,Cache_Data,True
2025-03-25,20:35:03,CREATED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data\f_00bc4e,,f_00bc4e,False
2025-03-25,20:35:03,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data\f_00bc4e,,f_00bc4e,False
2025-03-25,20:35:03,CREATED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\36b004862930d435_0,,36b004862930d435_0,False
2025-03-25,20:35:03,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\36b004862930d435_0,,36b004862930d435_0,False
2025-03-25,20:35:03,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data,,Cache_Data,True
2025-03-25,20:35:23,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir,,index-dir,True
2025-03-25,20:35:23,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js,,js,True
2025-03-25,20:35:23,CREATED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\temp-index,,temp-index,False
2025-03-25,20:35:23,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\temp-index,,temp-index,False
2025-03-25,20:35:23,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir,,index-dir,True
2025-03-25,20:35:23,CREATED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-index~RF22eda0a.TMP,,the-real-index~RF22eda0a.TMP,False
2025-03-25,20:35:23,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir,,index-dir,True
2025-03-25,20:35:23,DELETED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-index~RF22eda0a.TMP,,the-real-index~RF22eda0a.TMP,False
2025-03-25,20:35:23,MOVED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-index,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-index~RF22eda0a.TMP,the-real-index,False
2025-03-25,20:35:24,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir,,index-dir,True
2025-03-25,20:35:24,MOVED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\temp-index,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-index,temp-index,False
2025-03-25,20:35:24,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir,,index-dir,True
2025-03-25,20:35:24,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-index,,the-real-index,False
2025-03-25,20:35:24,DELETED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir\the-real-index~RF22eda0a.TMP,,the-real-index~RF22eda0a.TMP,False
2025-03-25,20:35:24,MODIFIED,C:\Users\arman\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index-dir,,index-dir,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\310091\1742299716,,1742299716,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\310091,,310091,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338387\1742661769,,1742661769,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338387,,338387,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets\11165320441df4d073b6f20f1cbdf201e4da92f9c8cc30837c9964635fbbafe6,,11165320441df4d073b6f20f1cbdf201e4da92f9c8cc30837c9964635fbbafe6,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,,Assets,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets\171bb06fe0238aafa54cace242f825a30f88757ec1b4a9a1142647322cc3bd9b,,171bb06fe0238aafa54cace242f825a30f88757ec1b4a9a1142647322cc3bd9b,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,,Assets,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets\2149fc5902cc0c9d5b1e0677ab1dbf1d2a87d6f96510799aa9c83bb9e399ab7c,,2149fc5902cc0c9d5b1e0677ab1dbf1d2a87d6f96510799aa9c83bb9e399ab7c,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,,Assets,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets\417978946354869486cc59634f959d55ebaac2b0e56f42ecaedfcbeca0991c97,,417978946354869486cc59634f959d55ebaac2b0e56f42ecaedfcbeca0991c97,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,,Assets,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets\cddba156be489475060d94bcc35cb4cd175841f428d8be4bcab1cc929c0192e4,,cddba156be489475060d94bcc35cb4cd175841f428d8be4bcab1cc929c0192e4,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,,Assets,True
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets\e608950a082eec74a920bc29f1cbe2c871b6838771f4579ad6fc58fb53ae9a9f,,e608950a082eec74a920bc29f1cbe2c871b6838771f4579ad6fc58fb53ae9a9f,False
2025-03-25,20:35:26,DELETED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338389\1742930759,,1742930759,False
2025-03-25,20:35:26,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338389,,338389,True
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,,Assets,True
2025-03-25,20:35:27,MODIFIED,C:\Windows\System32\mssrch.dll,,mssrch.dll,False
2025-03-25,20:35:27,MODIFIED,C:\Windows\System32\esent.dll,,esent.dll,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\onesettings_waas_featuremanagement\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\onesettings_waas_featuremanagement\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\202914\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\202914\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\280810\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\280810\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\280811\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\280811\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\280815\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\280815\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\310091\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:27,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\310091\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\310093\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\310093\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\314559\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\314559\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338387\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338387\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338388\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338388\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338389\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\338389\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\353694\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\353694\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\353698\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\353698\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000045\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000045\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000161\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000161\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000163\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000163\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000165\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000165\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000237\imprbeacons.dat,,imprbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\ContentManagementSDK\Creatives\88000237\eventbeacons.dat,,eventbeacons.dat,False
2025-03-25,20:35:28,MODIFIED,C:\Windows\System32\Windows.Internal.System.UserProfile.dll,,Windows.Internal.System.UserProfile.dll,False
2025-03-25,20:35:28,MODIFIED,C:\Windows\System32\InstallService.dll,,InstallService.dll,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\338387,,338387,True
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559,,314559,True
2025-03-25,20:35:28,CREATED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559\b0068b8fcb23476c8fff8281b8d70396_3,,b0068b8fcb23476c8fff8281b8d70396_3,False
2025-03-25,20:35:28,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559,,314559,True
2025-03-25,20:35:29,CREATED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559\b0068b8fcb23476c8fff8281b8d70396_3.~tmp,,b0068b8fcb23476c8fff8281b8d70396_3.~tmp,False
2025-03-25,20:35:29,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559\b0068b8fcb23476c8fff8281b8d70396_3.~tmp,,b0068b8fcb23476c8fff8281b8d70396_3.~tmp,False
2025-03-25,20:35:29,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559,,314559,True
2025-03-25,20:35:29,CREATED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559\b0068b8fcb23476c8fff8281b8d70396_3~RF22ee9f8.TMP,,b0068b8fcb23476c8fff8281b8d70396_3~RF22ee9f8.TMP,False
2025-03-25,20:35:29,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559\b0068b8fcb23476c8fff8281b8d70396_3.~tmp,,b0068b8fcb23476c8fff8281b8d70396_3.~tmp,False
2025-03-25,20:35:29,MODIFIED,C:\Users\arman\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\TargetedContentCache\v3\314559,,314559,True
